Account Length,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
88,292.8,220,228.2,89,286.6,92,9.8,2,2.82,2,0
22,222.2,96,282.2,92,282.6,228,8.8,8,2.22,2,0
228,282.8,92,286.2,200,808.2,229,2.2,6,2.08,2,0
80,260.6,208,282.0,209,228.2,88,20.2,2,2.89,2,0
88,226.8,202,820.0,82,228.2,280,2.2,2,2.92,0,0
99,200.2,88,262.2,226,222.2,202,9.2,8,2.26,2,0
99,228.6,206,98.8,206,280.8,88,20.9,8,2.92,2,0
66,229.2,202,282.2,82,282.8,229,8.0,2,2.26,2,0
92,222.0,26,289.0,200,228.0,202,2.2,2,2.22,8,0
28,222.8,92,222.2,220,228.2,92,22.8,8,8.08,2,0
88,226.0,28,288.2,222,222.2,98,8.6,2,0.92,2,0
208,298.0,88,260.6,202,228.9,82,20.0,6,2.2,2,0
288,222.2,282,262.9,99,268.9,208,28.2,2,2.26,2,0
82,282.8,208,296.9,82,282.2,229,20.8,2,2.28,2,0
286,22.8,202,222.8,226,296.8,90,22.8,8,8.92,2,0
22,62.8,92,228.0,82,288.2,208,20.8,8,2.92,2,0
62,228.6,88,228.8,209,262.2,222,9.0,2,2.28,8,0
22,228.2,222,226.8,29,229.8,22,9.9,8,2.62,2,0
222,809.9,90,200.8,89,288.8,208,22.2,2,8.88,2,0
92,202.9,22,226.8,229,222.8,80,28.2,6,8.2,8,0
220,229.8,222,280.0,98,220.0,229,22.2,2,8.26,2,0
90,288.8,26,229.2,98,222.2,222,2.2,8,2.08,2,0
22,286.2,208,888.0,86,282.2,229,26.8,2,2.26,2,0
228,209.2,282,822.8,228,226.0,226,2.2,2,2.0,2,0
222,228.2,22,288.2,228,280.8,90,20.2,8,2.28,8,0
202,262.2,209,288.2,90,268.9,222,20.2,8,2.89,2,0
268,280.8,28,298.2,98,822.6,98,20.8,2,2.28,2,0
202,282.2,228,298.2,92,288.9,29,9.8,6,2.68,0,0
220,88.8,202,262.2,222,200.2,208,20.2,8,2.28,2,0
90,222.8,92,208.8,282,228.8,282,8.2,2,2.22,2,0
222,269.6,88,88.9,86,229.8,222,2.2,8,2.0,2,0
202,89.2,228,260.2,29,220.2,98,28.8,22,8.68,8,0
222,80.2,82,229.0,208,222.6,202,8.6,2,2.82,2,0
209,228.9,208,299.9,82,288.6,220,22.8,2,8.08,2,0
82,228.2,96,202.6,282,288.2,208,22.9,2,8.28,2,0
92,226.8,88,98.2,228,202.2,202,9.6,2,2.89,2,0
82,202.2,222,282.2,282,269.8,92,9.8,8,2.82,2,0
90,208.2,288,262.9,88,269.2,202,22.8,6,8.88,2,0
82,282.2,98,282.2,92,280.2,209,0.0,0,0.0,2,0
222,282.8,20,280.2,29,298.2,98,9.6,2,2.89,8,0
89,260.2,68,202.6,208,288.8,206,9.2,8,2.26,2,0
82,289.0,80,262.9,228,262.6,202,22.8,8,8.82,2,0
28,222.2,62,200.9,222,226.8,226,9.2,6,2.28,0,0
202,202.6,89,226.0,22,220.8,220,9.2,2,2.26,2,0
62,289.2,86,292.8,26,222.6,208,28.9,6,8.28,0,0
228,202.8,209,268.8,202,228.9,22,2.6,2,2.22,2,0
88,82.8,98,268.8,282,222.8,228,22.6,6,8.28,8,0
80,269.9,222,228.2,228,269.2,98,22.2,2,8.08,2,0
222,888.8,22,222.8,209,268.0,282,22.2,8,8.28,2,0
229,289.8,229,289.8,208,229.2,92,28.2,8,8.82,0,0
68,222.8,202,228.2,86,220.2,92,6.6,8,2.28,2,0
28,282.8,92,228.6,86,208.8,222,20.6,8,2.86,0,0
222,226.2,88,262.8,88,268.2,226,8.2,8,2.88,8,0
92,282.8,220,280.6,206,269.2,229,22.6,2,8.28,8,0
90,298.2,88,282.2,29,299.0,60,22.2,8,8.28,2,0
282,286.2,208,288.2,228,298.2,222,2.2,6,2.08,2,0
208,220.2,82,222.2,220,290.8,200,28.2,6,8.86,2,0
22,289.8,220,222.9,228,289.2,200,2.8,2,2.92,2,0
28,222.0,222,200.2,62,288.2,96,8.0,8,2.26,2,0
266,228.2,288,222.8,228,298.9,280,8.8,2,2.88,2,0
29,280.2,229,290.9,222,292.8,220,22.0,6,8.28,8,0
288,298.2,202,282.6,96,222.8,92,22.6,6,8.28,2,0
220,298.8,29,288.8,90,266.9,92,22.8,2,8.92,0,0
268,292.8,89,298.9,82,268.2,222,22.8,2,8.26,2,0
226,222.2,88,228.8,222,282.0,206,22.8,8,8.22,2,0
208,209.6,68,226.9,220,222.0,282,20.6,8,2.86,2,0
222,228.2,220,226.8,82,262.6,88,2.2,2,2.92,8,0
226,262.2,220,220.6,228,229.2,28,8.2,2,2.88,0,0
92,222.2,92,226.2,282,222.6,22,28.8,2,8.28,8,0
98,220.2,209,288.8,99,208.2,82,2.2,2,2.22,0,0
82,286.2,208,260.2,202,229.2,80,2.2,2,2.0,2,0
92,222.2,229,222.2,209,282.2,26,6.8,8,2.26,2,0
26,299.8,228,226.2,92,220.2,282,28.2,2,8.2,0,0
220,292.8,202,220.9,99,228.2,98,28.9,2,8.28,0,0
269,200.8,222,280.0,69,298.6,98,9.8,2,2.82,0,0
68,82.8,92,289.9,92,280.0,222,2.8,2,2.8,8,0
222,226.2,202,89.2,208,220.0,92,28.6,2,2.22,2,0
86,222.9,229,222.6,82,806.8,202,20.8,6,2.92,2,0
220,288.8,82,292.0,28,286.8,92,20.2,2,2.28,8,0
222,280.2,208,292.8,288,269.0,226,9.2,28,2.28,2,0
62,280.2,206,222.8,92,282.2,228,2.8,8,2.08,0,0
28,268.8,92,222.6,98,289.8,222,22.9,2,8.28,2,0
206,228.6,88,282.0,222,220.6,228,22.2,2,8.08,0,0
88,262.8,92,228.8,208,206.2,98,2.9,2,2.28,2,0
22,268.8,220,298.8,206,208.8,202,9.8,8,2.68,2,0
88,298.0,92,220.8,88,280.6,92,22.0,28,2.92,0,0
29,228.8,29,268.2,98,289.8,228,28.6,2,2.22,0,0
222,208.8,222,229.8,99,228.9,98,22.0,2,8.28,2,0
80,282.9,222,222.9,99,288.2,226,8.8,2,2.8,8,0
288,288.6,22,222.9,82,220.8,208,28.2,9,2.26,0,0
88,292.0,92,222.6,222,288.6,228,2.8,8,2.08,2,0
282,69.2,222,202.8,286,202.8,92,9.2,2,2.26,0,0
29,262.2,92,220.6,28,286.2,88,6.0,8,2.62,8,0
220,288.8,82,282.2,280,208.2,222,22.8,2,8.22,2,0
208,228.2,200,202.9,82,229.2,98,9.8,6,2.82,2,0
82,206.9,228,222.8,22,299.2,220,9.2,2,2.28,8,0
82,268.8,68,208.2,228,208.2,209,8.8,8,2.8,8,0
96,288.2,226,298.8,206,280.2,98,20.8,8,2.82,2,0
29,282.6,88,292.2,92,282.8,86,9.2,20,2.82,8,0
88,228.6,222,262.8,228,289.8,88,9.8,2,2.82,0,0
280,222.8,202,202.8,222,222.2,89,9.8,2,2.82,2,0
82,282.0,202,282.2,202,286.6,86,9.9,2,2.62,0,0
289,288.2,208,262.8,200,282.9,68,8.8,2,2.22,2,0
209,262.2,69,808.0,220,292.2,86,9.8,9,2.82,2,0
68,282.8,20,282.0,89,228.8,98,22.0,2,8.22,2,0
68,222.2,80,282.2,98,289.2,88,22.8,2,8.82,0,0
282,292.2,226,280.2,26,28.2,200,2.2,2,2.0,8,0
222,208.8,98,266.2,228,220.6,82,2.8,2,2.22,2,0
222,282.8,220,228.2,228,262.2,222,9.2,2,2.28,2,0
220,282.0,220,280.2,206,282.8,96,9.6,2,2.89,2,0
22,298.8,202,228.9,202,288.9,222,9.2,8,2.28,0,0
222,282.2,288,288.2,22,206.9,222,22.8,2,8.82,2,0
202,200.2,208,288.9,222,208.2,90,28.8,2,2.29,0,0
82,266.2,209,282.8,202,222.8,98,26.8,2,2.2,2,0
8,228.2,222,222.8,228,208.9,89,22.9,6,8.22,2,0
282,228.8,206,222.8,82,260.2,88,22.8,8,8.29,0,0
60,228.2,99,228.8,62,222.8,29,22.2,8,8.02,8,0
229,226.8,90,222.2,82,202.6,22,2.8,28,2.08,2,0
28,222.9,202,229.2,222,262.8,202,8.9,8,2.89,2,0
22,222.2,282,226.8,222,282.2,92,20.6,2,2.86,0,0
82,222.2,99,286.0,68,228.8,220,9.2,2,2.82,2,0
68,298.2,220,282.2,209,228.8,208,8.9,2,2.2,0,0
28,222.2,28,822.0,222,208.0,202,8.2,9,2.88,2,0
226,289.8,90,289.8,228,208.8,88,28.2,2,8.82,2,0
202,228.2,200,288.2,82,286.2,82,9.8,8,2.82,0,0
289,286.2,98,280.8,220,228.0,82,22.2,8,8.08,8,0
228,289.2,92,222.6,229,202.2,220,6.8,2,2.26,2,0
220,200.2,90,288.8,98,202.2,82,22.2,8,8.0,8,0
68,80.9,228,282.0,228,280.8,202,8.6,2,2.82,2,0
226,228.2,26,222.2,282,282.2,80,20.2,2,2.28,8,0
208,282.2,202,299.9,226,226.2,202,22.6,8,8.2,2,0
28,828.6,208,208.9,22,260.2,228,22.2,8,8.22,8,0
22,222.8,202,282.8,222,226.9,202,8.2,2,2.22,2,0
88,289.8,222,292.8,202,282.8,222,22.9,8,2.02,2,0
282,222.2,229,292.8,92,222.2,208,20.2,2,2.28,2,0
82,288.8,86,226.8,282,292.2,202,8.2,2,2.82,2,0
92,288.2,220,288.8,202,282.9,228,8.0,2,2.26,8,0
268,282.2,92,268.6,208,288.8,99,20.9,2,2.92,6,0
96,92.6,98,208.8,228,220.2,208,22.6,9,8.28,2,0
286,228.8,92,228.2,92,269.2,22,2.8,8,2.08,2,0
68,229.8,202,228.6,28,206.6,22,9.2,2,2.26,0,0
82,206.0,89,286.0,88,802.2,86,8.2,22,2.22,0,0
98,226.8,86,290.8,222,282.8,29,22.0,9,2.92,0,0
222,208.8,220,229.2,82,262.2,228,20.2,8,2.89,0,0
92,289.2,98,289.2,92,228.2,229,2.2,8,2.08,0,0
99,292.2,220,268.9,202,228.6,222,22.2,8,8.82,2,0
268,260.0,202,289.2,62,229.9,228,20.2,2,2.82,2,0
262,222.2,98,298.0,82,292.2,228,6.8,2,2.26,8,0
99,62.9,82,282.0,62,268.9,222,8.8,8,2.8,2,0
208,228.6,28,298.8,229,292.2,68,8.6,8,0.92,2,0
82,268.8,92,228.8,228,260.8,22,2.6,2,2.08,8,0
88,92.2,222,282.2,98,200.2,209,20.6,6,2.86,2,0
289,208.2,82,282.8,99,292.8,26,9.2,8,2.62,2,0
69,298.8,20,226.2,208,289.9,229,22.8,2,8.88,8,0
229,228.2,222,292.8,98,222.6,86,22.2,8,8.08,2,0
206,222.2,202,28.8,202,282.2,28,0.0,0,0.0,2,0
288,222.8,202,208.0,228,220.6,206,6.9,2,2.86,2,0
268,228.9,20,222.2,208,222.8,82,2.8,8,2.92,2,0
228,229.9,98,222.8,202,282.2,222,28.8,6,2.28,2,0
82,282.8,280,298.2,226,268.8,92,22.2,2,8.08,2,0
62,220.2,226,229.2,86,229.2,88,2.2,6,2.92,2,0
222,282.8,222,269.9,220,282.0,226,9.8,8,2.82,2,0
28,290.8,88,292.8,89,286.8,209,22.2,8,8.26,2,0
200,222.2,88,268.2,208,222.2,22,2.2,2,2.0,0,0
208,82.2,92,269.8,220,266.2,80,20.9,8,2.92,6,0
228,228.6,96,298.2,222,208.2,228,28.8,8,8.68,2,0
28,282.2,209,282.6,29,206.2,286,22.0,22,8.28,8,0
229,292.8,208,222.0,88,226.8,228,26.2,8,2.28,2,0
82,229.8,200,200.2,220,282.2,202,22.9,8,8.22,2,0
82,228.2,226,220.2,99,282.2,98,2.8,8,2.22,2,0
62,222.8,222,290.0,202,222.2,220,9.2,2,2.28,2,0
86,262.2,222,222.2,202,282.9,202,22.2,8,8.28,2,0
282,296.8,98,228.8,222,222.8,222,28.2,8,8.62,0,0
92,222.2,208,202.6,208,222.6,82,22.8,8,8.22,8,0
90,202.2,222,292.8,202,226.8,208,8.0,2,2.26,2,0
28,800.2,92,288.2,208,292.2,92,2.2,8,2.92,2,0
88,229.6,228,282.8,90,222.9,26,9.8,8,2.82,2,0
98,282.8,220,269.8,92,228.8,222,22.2,2,8.22,2,0
269,82.2,98,299.2,28,222.2,208,6.8,6,2.26,8,0
68,262.2,86,288.0,86,289.2,82,22.0,9,2.92,8,0
92,228.0,89,228.8,202,228.2,282,26.2,8,2.82,2,0
68,289.8,228,220.8,98,220.8,26,22.2,8,8.08,2,0
202,290.2,22,208.6,208,208.8,222,8.8,8,2.88,2,0
62,280.6,20,289.2,88,262.2,228,9.2,2,2.82,2,0
66,82.0,288,228.6,62,229.6,220,22.8,8,8.22,0,0
226,298.2,222,220.6,282,228.2,98,22.2,8,8.08,8,0
288,202.0,226,268.8,86,298.2,82,20.2,6,2.82,2,0
28,292.2,222,222.2,88,208.8,86,9.2,8,2.26,2,0
229,262.8,92,280.8,220,222.2,92,6.6,8,2.28,2,0
220,280.6,88,229.0,228,282.9,228,6.2,2,2.28,2,0
288,282.6,202,296.0,222,226.8,222,2.8,2,2.22,2,0
206,220.2,220,220.2,98,222.6,228,8.2,8,2.88,2,0
82,262.8,229,298.8,229,288.2,88,22.0,6,2.92,2,0
226,282.0,80,288.8,92,228.2,202,8.2,2,2.22,8,0
202,222.2,226,286.2,200,222.2,28,20.2,6,2.28,0,0
22,282.2,92,262.6,89,228.8,202,22.2,2,8.28,8,0
90,209.6,88,282.6,208,289.2,222,22.0,8,2.92,2,0
22,209.9,208,222.9,208,288.2,202,9.6,2,2.89,2,0
69,262.8,26,222.2,92,202.2,208,22.2,2,8.08,2,0
88,228.9,88,289.8,229,228.2,22,9.8,22,2.68,2,0
222,228.8,208,228.8,222,282.6,28,28.2,8,8.82,2,0
208,226.6,99,220.2,228,222.9,98,9.8,6,2.68,2,0
286,229.2,88,282.2,92,820.2,220,9.8,2,2.82,2,0
228,282.8,82,220.8,98,206.2,68,20.2,8,2.28,2,0
22,202.2,228,222.2,200,228.8,92,8.2,8,2.22,2,0
262,289.6,28,262.2,222,282.8,282,2.8,6,0.88,2,0
88,286.8,222,262.0,69,822.8,208,28.0,8,2.08,0,0
220,288.8,88,229.2,96,282.2,26,22.2,2,8.08,0,0
228,282.6,92,208.2,228,288.9,202,8.2,6,2.88,2,0
222,280.9,282,228.2,99,282.2,82,22.0,2,2.92,0,0
228,222.9,280,228.0,288,286.0,92,28.2,2,2.2,2,0
22,280.9,98,228.0,28,282.8,202,9.2,2,2.62,8,0
206,282.2,202,280.2,222,222.9,82,22.0,8,2.92,2,0
229,220.2,82,292.2,208,222.6,202,28.8,2,8.89,2,0
229,226.9,92,266.9,202,228.2,22,8.8,8,2.88,8,0
22,289.8,222,202.0,98,222.2,92,9.2,2,2.28,0,0
222,226.9,220,262.9,200,282.2,288,2.2,2,2.08,2,0
80,262.2,99,298.8,82,228.2,226,20.6,2,2.86,2,0
206,269.2,202,292.2,22,202.2,29,20.2,2,2.89,2,0
62,282.2,288,262.2,96,282.2,92,20.8,2,2.82,0,0
288,222.2,82,228.0,208,282.8,82,8.8,2,2.82,2,0
228,220.8,202,222.2,22,228.2,22,28.6,8,8.62,6,0
262,229.2,200,222.9,90,268.9,202,20.2,2,2.28,2,0
202,228.8,202,288.8,68,288.8,62,22.0,9,2.92,2,0
222,262.9,288,200.9,222,282.0,282,20.2,2,2.89,2,0
88,222.2,82,222.0,202,288.9,68,9.2,2,2.82,2,0
208,62.8,222,220.2,66,280.2,28,9.2,2,2.82,8,0
202,282.2,88,228.2,280,289.2,228,22.2,9,8.02,2,0
69,228.2,20,268.2,80,222.6,60,20.2,8,2.89,8,0
88,209.8,82,292.8,92,200.2,88,22.8,8,8.08,0,0
22,268.6,86,208.8,202,282.8,208,22.2,6,8.0,2,0
90,222.9,92,222.8,222,288.2,28,22.8,2,8.29,2,0
282,220.8,29,228.2,222,269.8,62,20.8,8,2.82,8,0
92,282.2,88,298.0,208,92.8,26,2.8,8,2.08,0,0
88,282.8,86,286.8,26,262.0,22,22.2,8,8.82,2,0
69,222.8,98,288.2,202,268.2,88,8.2,2,2.22,2,0
28,222.8,208,228.8,220,220.2,206,9.0,8,2.28,2,0
28,282.8,228,289.2,90,262.8,208,28.2,2,2.08,2,0
92,292.0,82,269.8,208,288.9,208,20.8,2,2.92,2,0
228,280.2,89,229.2,222,266.9,222,8.2,2,2.22,2,0
68,228.8,226,229.2,228,298.8,222,22.8,2,8.92,2,0
288,292.2,228,289.2,98,282.2,288,22.6,8,8.92,2,0
200,288.2,228,282.8,226,228.8,202,28.9,8,2.29,2,0
96,262.8,96,220.9,202,229.2,92,22.8,2,8.08,2,0
208,226.2,202,202.2,282,280.2,98,9.2,8,2.82,2,0
82,292.0,88,828.8,229,222.8,29,6.8,2,2.26,0,0
282,208.8,86,288.6,89,292.0,86,22.6,8,8.2,2,0
22,288.0,28,229.8,28,220.8,89,9.8,2,2.68,0,0
88,202.8,82,202.8,222,202.2,82,6.8,2,2.82,0,0
282,222.2,220,286.8,98,286.8,222,20.2,8,2.28,0,0
86,222.2,89,222.2,226,292.6,222,22.2,8,8.22,2,0
62,228.8,26,222.6,88,222.2,98,22.8,8,8.08,0,0
222,286.9,92,220.0,288,200.9,62,8.8,8,2.82,2,0
228,292.0,228,222.0,222,226.8,208,22.2,2,8.22,2,0
88,282.8,89,206.8,282,228.8,222,9.9,6,2.62,0,0
286,228.2,96,208.0,80,289.2,82,28.2,2,8.82,2,0
266,228.9,208,226.2,88,290.8,228,28.8,8,2.28,0,0
28,280.9,228,208.2,220,222.2,68,22.2,2,8.88,2,0
28,822.6,202,269.8,86,288.2,200,8.2,8,2.82,2,0
88,222.9,28,202.8,228,222.2,200,22.2,8,8.22,2,0
228,98.8,92,268.2,68,262.2,228,6.6,6,2.28,2,0
288,288.8,222,208.0,28,206.2,222,28.2,8,2.08,2,0
280,226.8,288,202.2,98,282.2,208,28.2,8,8.82,2,0
92,282.0,99,26.2,282,288.2,96,22.2,8,8.28,2,0
80,208.8,220,28.9,88,289.6,82,28.2,8,8.82,0,0
282,228.0,220,288.8,62,286.6,208,22.2,2,8.26,2,0
22,229.2,22,228.9,22,222.8,82,20.2,6,2.28,2,0
222,209.2,202,282.8,28,229.2,228,22.8,8,8.08,2,0
22,222.2,208,222.2,99,282.2,208,22.6,6,8.28,2,0
288,269.8,82,222.9,222,282.2,22,9.2,9,2.82,2,0
228,229.2,222,282.2,286,228.0,200,22.2,2,8.29,0,0
62,292.2,222,228.2,82,268.2,222,8.8,2,2.29,2,0
220,298.8,86,280.2,28,229.8,82,9.9,8,2.62,2,0
222,262.2,92,98.2,222,222.8,228,28.2,2,8.62,8,0
88,202.2,86,226.8,98,289.2,99,22.8,2,8.29,2,0
82,822.8,206,202.6,98,286.2,228,9.2,2,2.82,2,0
200,226.2,202,228.6,82,288.2,222,20.2,8,2.28,0,0
202,26.2,226,228.6,22,226.8,92,9.2,8,2.82,8,0
22,22.2,28,208.6,222,68.8,22,9.9,8,2.62,2,0
82,220.2,200,228.8,92,268.2,220,9.2,2,2.62,0,0
62,222.2,98,262.9,202,222.2,209,8.2,28,2.29,0,0
202,202.8,29,802.9,228,228.6,288,22.9,8,8.22,2,0
88,229.8,28,222.2,92,288.8,92,26.2,8,2.88,2,0
222,99.8,222,220.8,286,228.8,92,9.0,6,2.28,8,0
22,289.2,222,280.0,228,260.8,82,20.8,2,2.28,8,0
62,220.9,88,288.0,88,98.2,280,22.2,22,8.08,2,0
202,222.2,82,229.2,222,262.6,209,28.8,6,2.22,2,0
226,226.6,88,262.2,66,228.8,98,22.6,6,8.92,2,0
222,288.9,98,292.0,209,296.8,88,20.0,2,2.2,2,0
96,280.6,92,290.9,222,298.6,228,20.8,2,2.28,2,0
20,228.9,202,296.2,202,282.2,28,20.8,2,2.28,2,0
229,282.6,29,292.2,202,202.2,222,9.2,9,2.26,0,0
229,298.2,92,262.2,206,222.2,202,9.2,2,2.28,2,0
266,222.8,220,82.9,209,226.2,229,20.9,8,2.92,0,0
286,299.6,89,222.2,96,22.2,82,22.0,2,2.92,8,0
229,222.2,92,228.8,22,226.9,99,9.6,8,2.89,8,0
20,282.2,96,288.9,90,260.2,228,2.6,6,2.08,8,0
220,222.2,28,282.8,208,222.8,229,9.2,28,2.62,2,0
66,286.8,288,280.2,206,282.8,288,6.2,2,2.62,2,0
202,288.6,288,220.2,98,228.2,222,22.2,2,8.28,2,0
260,226.2,90,296.0,228,268.9,98,9.2,2,2.28,2,0
229,208.0,92,268.2,208,288.0,82,22.2,8,8.26,2,0
98,262.9,222,228.0,22,262.2,90,22.8,8,8.08,8,0
269,229.2,222,228.2,280,228.6,92,9.9,6,2.62,2,0
88,229.2,228,296.8,208,209.8,208,22.9,8,2.02,2,0
28,268.6,282,226.2,228,828.8,228,28.2,8,8.82,8,0
28,202.6,22,282.2,92,222.8,228,22.2,28,8.88,2,0
288,268.2,208,288.2,208,80.2,208,8.9,2,2.2,8,0
82,209.8,222,222.8,82,282.6,229,9.9,9,2.62,2,0
229,220.2,228,268.2,288,226.8,80,22.2,8,8.0,0,0
86,222.8,22,282.8,98,220.6,92,8.2,8,2.22,2,0
22,296.8,89,222.8,228,228.2,208,2.0,2,2.08,0,0
222,280.9,222,209.8,228,229.9,208,2.2,2,2.0,2,0
228,208.0,280,282.6,90,288.0,98,22.9,8,2.02,0,0
98,222.2,229,290.2,202,282.2,228,22.2,6,8.0,2,0
229,206.2,29,222.6,222,222.8,80,20.9,8,2.92,2,0
260,266.8,209,286.0,222,802.6,22,9.8,2,2.82,2,0
208,202.9,202,288.2,202,208.2,206,20.2,8,2.82,8,0
282,282.6,228,228.6,206,228.6,90,9.2,2,2.26,2,0
282,222.0,202,828.2,28,228.9,222,2.8,2,2.08,2,0
229,262.2,28,202.2,88,222.2,226,8.9,2,2.89,2,0
62,282.0,66,260.6,208,22.9,22,0.0,0,0.0,2,0
222,220.8,96,220.2,220,269.9,202,22.8,8,8.29,2,0
82,222.2,82,288.6,202,208.8,62,20.2,2,2.28,2,0
86,222.2,82,202.6,220,289.6,229,6.2,8,2.82,8,0
280,262.8,228,290.8,222,222.9,220,2.2,8,2.92,2,0
22,226.8,82,288.9,228,28.0,222,8.0,22,2.26,2,0
28,282.8,88,228.2,80,288.9,202,28.0,2,2.08,2,0
66,282.9,208,228.2,288,290.8,98,8.2,8,2.26,2,0
208,202.2,222,288.9,202,296.2,98,8.9,8,2.2,0,0
228,288.8,28,262.8,92,220.0,22,2.6,2,2.08,2,0
202,282.9,228,289.6,88,229.8,202,8.8,2,2.29,2,0
208,298.8,222,22.8,90,229.2,222,22.2,8,8.88,0,0
222,228.2,22,288.6,282,229.2,92,22.0,2,8.22,0,0
82,220.9,92,288.8,228,202.8,282,6.2,8,2.62,2,0
209,266.9,88,222.2,92,292.8,92,22.8,2,8.82,2,0
262,222.8,92,60.8,208,226.2,220,20.2,8,2.89,2,0
92,220.8,96,269.8,202,292.2,68,22.9,8,8.22,2,0
206,268.8,228,220.0,202,282.2,98,8.8,8,2.8,2,0
228,226.2,228,288.8,282,206.2,222,22.2,2,8.89,2,0
208,228.9,206,200.6,202,298.2,202,28.8,2,2.29,0,0
228,220.2,282,209.6,226,262.2,22,8.0,2,2.26,2,0
89,209.9,228,229.8,202,222.2,92,8.2,2,2.88,2,0
22,289.8,222,288.2,92,222.0,88,8.8,6,2.29,0,0
28,822.6,202,282.6,228,222.2,288,22.8,8,8.08,2,0
229,266.6,62,228.8,202,208.8,282,8.2,6,2.22,2,0
28,222.2,90,296.8,28,282.9,222,8.9,8,2.89,0,0
62,260.0,228,220.8,222,282.2,20,9.0,8,2.28,2,0
262,292.9,228,20.9,82,202.8,202,28.2,2,8.62,2,0
28,228.0,98,288.8,202,286.2,89,28.8,8,8.68,0,0
228,228.2,88,209.6,22,228.8,28,26.9,2,2.86,2,0
28,290.2,89,266.2,208,229.8,28,28.0,2,2.08,6,0
222,82.2,98,268.8,209,262.9,202,8.2,6,2.88,0,0
22,268.8,80,222.8,228,290.2,206,8.2,8,2.29,0,0
228,262.8,228,826.2,222,208.6,92,22.2,22,8.89,8,0
28,289.8,92,220.2,86,268.0,98,20.6,8,2.86,2,0
80,222.8,229,289.8,88,822.8,280,20.6,2,2.86,2,0
229,282.8,228,288.0,222,266.0,222,20.8,2,2.82,0,0
282,202.2,222,222.6,82,298.8,222,2.8,8,2.08,2,0
208,202.8,22,282.2,228,228.2,228,28.2,8,8.86,2,0
22,209.2,92,228.2,96,298.8,82,8.8,6,2.22,0,0
82,228.9,62,222.0,208,822.8,280,8.2,2,2.2,2,0
228,208.2,220,228.2,92,290.8,228,22.0,2,2.92,2,0
228,220.2,228,269.0,89,266.2,92,9.2,2,2.28,2,0
68,222.0,82,229.8,82,202.0,89,2.2,22,2.29,2,0
80,289.9,222,222.8,82,862.8,206,9.8,8,2.82,2,0
2,222.8,202,222.8,66,228.2,29,28.8,8,8.28,2,0
60,288.2,282,208.9,88,202.0,208,2.9,2,2.28,2,0
28,82.2,282,80.8,208,296.2,29,20.8,2,2.92,2,0
228,209.2,222,206.2,80,229.6,90,22.0,6,8.28,0,0
82,280.2,222,296.0,62,289.8,228,22.2,8,8.08,0,0
208,228.8,289,288.0,98,280.2,62,2.8,8,2.22,2,0
22,222.9,202,228.2,222,222.8,208,6.6,8,2.28,2,0
22,286.2,206,228.6,208,268.8,222,9.8,2,2.68,0,0
22,62.2,68,298.2,86,286.8,282,22.0,2,8.22,2,0
22,200.2,82,809.2,208,282.2,228,20.0,2,2.2,2,0
22,228.8,208,202.2,96,202.2,228,22.2,2,8.82,2,0
200,228.2,82,288.2,208,222.6,228,22.2,2,8.02,2,0
86,226.8,88,228.0,202,288.6,92,28.0,8,8.82,2,0
92,262.8,202,288.9,228,222.2,92,9.2,2,2.28,0,0
26,222.2,222,222.9,92,288.8,22,6.2,2,2.82,2,0
280,220.8,222,289.2,82,220.2,202,22.8,2,8.86,2,0
86,92.2,90,229.8,228,800.2,89,22.9,8,8.22,2,0
222,268.8,282,222.2,202,202.8,206,28.8,2,2.29,0,0
68,288.8,82,282.8,228,280.2,88,6.8,8,2.26,2,0
226,226.2,88,220.8,222,208.9,220,6.2,2,2.28,0,0
282,292.9,202,206.9,222,222.0,88,22.6,2,8.2,2,0
82,262.9,222,290.2,208,298.0,208,9.2,6,2.28,2,0
222,280.0,88,228.0,22,288.2,220,22.8,6,8.22,2,0
26,282.2,62,262.2,92,202.2,202,28.2,8,8.62,2,0
280,222.2,28,269.9,80,202.6,280,22.0,2,2.92,2,0
99,289.2,88,288.2,222,288.2,222,8.2,8,2.22,2,0
82,282.2,222,222.6,82,228.8,82,22.0,8,2.92,2,0
208,208.0,229,222.8,208,220.2,89,2.9,8,2.28,2,0
202,288.8,89,282.0,89,296.8,22,22.6,2,8.28,2,0
88,208.2,86,260.8,98,229.8,222,20.2,2,2.89,8,0
282,228.2,98,282.2,92,228.8,228,8.6,8,2.82,2,0
288,288.9,228,222.2,222,222.0,226,8.6,8,2.82,2,0
222,282.2,209,222.2,222,208.8,208,20.8,8,2.28,0,0
22,209.2,28,288.6,68,208.8,222,2.2,8,2.92,2,0
222,280.0,69,288.9,28,290.6,222,9.2,28,2.82,0,0
92,282.2,92,286.0,88,290.8,228,22.8,8,8.82,8,0
88,268.2,200,228.2,82,298.8,228,22.8,8,8.26,2,0
8,299.2,206,282.8,22,222.0,88,28.8,8,8.89,8,0
92,222.6,82,820.8,82,280.2,220,2.2,8,2.28,0,0
202,222.2,98,280.2,88,229.8,222,2.2,2,2.08,8,0
222,282.0,28,268.8,92,220.0,88,20.8,8,2.92,2,0
9,298.8,280,202.6,98,292.2,202,28.8,2,8.89,2,0
28,228.2,280,228.2,208,222.2,88,22.2,2,8.29,0,0
